endTime,artistName,trackName,msPlayed
2022-03-11 10:42,Lil Kaine,Scav Run,153793
2022-03-11 10:44,Lil Boodang,SNEAKIN THRU YO HOUSE,119693
2022-03-11 10:47,Zotiyac,Hell Day,174976
2022-03-11 10:51,Zotiyac,Born Killer 2,218451
2022-03-11 10:53,Zotiyac,Storm Is Coming,132259
2022-03-11 10:55,Zotiyac,Good Luck,140000
2022-03-11 10:57,Zotiyac,Empty The Drum,130750
2022-03-11 10:59,Zotiyac,2022 Freestyle,118629
2022-03-11 11:02,Zotiyac,Hell Day,162700
2022-03-11 11:05,Zotiyac,Licc Hoe$,187242
2022-03-11 11:08,Zotiyac,Ether,160560
2022-03-11 11:10,Zotiyac,Air Headz,143952
2022-03-11 11:13,Zotiyac,Blocka,141353
2022-03-11 11:15,Zotiyac,CPR 2,153098
2022-03-11 11:17,Zotiyac,Fuckd Up,126942
2022-03-11 11:20,Zotiyac,Harder,178326
2022-03-11 11:23,Zotiyac,London Lipton,135257
2022-03-11 11:25,Zotiyac,Marvelous,129370
2022-03-11 11:36,Zotiyac,Slidin',58285
2022-03-11 16:15,Zotiyac,Slidin',99878
2022-03-11 16:18,Zotiyac,Animal,172418
2022-03-11 16:20,Zotiyac,Ulysses,90733
2022-03-11 16:22,Zotiyac,Hitta Freestyle,148732
2022-03-11 16:24,Zotiyac,Upstairs,123439
2022-03-11 16:26,Zotiyac,Heist187 (Burbz Freestyle) [feat. Yac],120298
2022-03-11 16:28,Zotiyac,Shark Bite,135600
2022-03-11 16:31,Zotiyac,Hmbando & Yac (Commando),123000
2022-03-11 16:33,Zotiyac,Ratz,136673
2022-03-11 16:44,Zotiyac,Come Outside,91966
2022-03-11 18:07,Zotiyac,Come Outside,34379
2022-03-11 18:09,Zotiyac,Katrina Freestyle,123428
2022-03-11 18:12,Zotiyac,20k Freestyle,160500
2022-03-11 18:14,Zotiyac,Hired Gun,104022
2022-03-11 18:15,Zotiyac,John Doe (Freestyle),77272
2022-03-11 18:18,Zotiyac,No Witnesses,165013
2022-03-11 18:20,Zotiyac,Mardi Gras,160041
2022-03-11 18:23,Zotiyac,Red Dot,147118
2022-03-11 18:25,Zotiyac,Snakes,133253
2022-03-11 18:28,Zotiyac,Slow Leak,176866
2022-03-11 18:30,Zotiyac,007s Freestyle,132333
2022-03-11 18:33,Zotiyac,3 Choppaz,164400
2022-03-11 18:36,Zotiyac,Tornado in Dallas,176000
2022-03-11 18:38,Zotiyac,Dome Cum,132322
2022-03-11 18:40,Zotiyac,Jungle Book Freestyle,120933
2022-03-11 18:42,Zotiyac,U Not In Heaven,132426
2022-03-11 18:46,Zotiyac,Gas Only,139693
2022-03-11 18:48,Zotiyac,Smoke Niggaz,96005
2022-03-11 18:50,Zotiyac,FMJ FREESTYLE,166601
2022-03-11 18:53,Zotiyac,Five Ohh Freestyle,133732
2022-03-11 18:55,Zotiyac,Popped Em Still,126313
2022-03-11 18:57,Zotiyac,Apollo 9,133810
2022-03-11 19:00,Zotiyac,VERN (RIP) FREESTYLE,163467
2022-03-11 19:03,Zotiyac,Born Killer 2,218451
2022-03-11 19:05,Zotiyac,Storm Is Coming,132259
2022-03-11 19:08,Zotiyac,Good Luck,140000
2022-03-11 19:10,Zotiyac,Empty The Drum,130750
2022-03-11 19:12,Zotiyac,2022 Freestyle,118629
2022-03-11 19:15,Zotiyac,Hell Day,162700
2022-03-11 19:16,Zotiyac,Licc Hoe$,75058
2022-03-11 19:19,Jupiter$ Tyrade,Let Go of the Lead,202000
2022-03-11 19:21,Bktherula,Revolver,105354
2022-03-11 19:24,Godly the Ruler,daniel kaluuya,161018
2022-03-11 19:26,Paris Texas,PACK 4 DA LOW,126278
2022-03-11 19:28,ZillaKami,IHY,128397
2022-03-11 19:29,clipping.,Intro,53160
2022-03-11 19:31,Tay-K,Gotta Blast (feat. Diego Money & Bandman Fari),131000
2022-03-11 19:33,Joey the Kid,98' Honda,135784
2022-03-11 19:36,LXXIV,M.I.A. Freestyle,172943
2022-03-11 19:39,Juice WRLD,Syphilis,131761
2022-03-11 19:40,JERHELL,Staryu,103732
2022-03-11 19:43,Ethan Ross,I'm Serious,175500
2022-03-11 19:45,SALEM,Capulets,116419
2022-03-11 19:46,Evan the Red Headed,Hands on My Head,64704
2022-03-11 19:48,Afourteen,Tonsil,101046
2022-03-11 19:49,Freddie Dredd,Stunna,87785
2022-03-11 19:51,NYCL KAI,Incredible (feat. ZillaKami and $NOT),87874
2022-03-11 19:53,JPEGMAFIA,Puff Daddy,127335
2022-03-11 19:56,clipping.,The Show,184853
2022-03-11 19:58,SpotemGottem,Beat Box,110497
2022-03-11 20:01,Paris Texas,HEAVY METAL,159652
2022-03-11 20:03,Anton Prada,Pray to ME,134000
2022-03-11 20:07,Lil Darkie,SWAMP,270882
2022-03-11 20:09,Sinizter,MAX PAYNE,121162
2022-03-11 20:12,Wasteey Monroe,Get It (feat. Tay-K),165477
2022-03-11 20:15,Bass Santana,iPhone 6,141639
2022-03-11 20:16,Boobie Lootaveli,Grandmas Boy,88685
2022-03-11 20:20,JPEGMAFIA,Does This Ski Mask Make Me Look Fat?,267929
2022-03-11 20:22,Freddie Dredd,Waste,84976
2022-03-11 20:24,Tay-K,After You,135413
2022-03-11 20:27,Wendigo,ICED OUT 50 CAL,167819
2022-03-11 20:30,Cemetery Drive,FALCO,168002
2022-03-11 20:33,Lilbeefroast,Kill It,196675
2022-03-11 20:37,Tabby,SEQUEL!,227930
2022-03-11 20:39,DrownMili,March First,111500
2022-03-11 20:51,Shofu,Tom Nook,146064
2022-03-12 07:31,Shofu,Tom Nook,23001
2022-03-12 07:34,ImDontai,Balls in My Face,147614
2022-03-12 07:36,Evan the Red Headed,I'm Not Good at Sports,140042
2022-03-12 07:40,clipping.,Shooter,209133
2022-03-12 07:42,Zotiyac,Jungle Book Freestyle,120933
2022-03-12 07:44,Raz Fresco,Cold Wave,127248
2022-03-12 07:46,Lil Kapow,Percs in My Pina Colada,110001
2022-03-12 07:48,KIDx,Hash Slinging Slasher,119999
2022-03-12 07:50,Emotional Xan,12 A.M.,144008
2022-03-12 07:52,Byemilo,Bleep Freestyle,95137
2022-03-12 07:54,Warlord Colossus,Blade Runner,158769
2022-03-12 07:57,Sxmpra,Infinite,176000
2022-03-12 08:00,Haarper,Drop It Like It's Hot!,135988
2022-03-12 08:02,JKER,CANT HAVE IT,127111
2022-03-12 08:04,TOKYO’S REVENGE,GOTHAM,134769
2022-03-12 08:06,Chris King,THANK UNCLE JOHNNY DANG!,140929
2022-03-12 08:10,Chris King,WET!,185689
2022-03-12 08:11,nascar aloe,up n' stuck,80470
2022-03-12 08:12,Freddie Dredd,GTG,93893
2022-03-12 08:16,83HADES,MASS EXTINCTION,198235
2022-03-12 08:17,LXXIV,I Am Your God,92316
2022-03-12 08:19,Fukkit,Mincemeat,101634
2022-03-12 08:21,PE$O PETE,"Thunderclap and Flash, Sixfold",149808
2022-03-12 08:24,Zotiyac,Slow Leak,176866
2022-03-12 08:27,Lil Darkie,SLUTS WIT NUTS,177000
2022-03-12 08:30,Kamiyada+,Facetat,142451
2022-03-12 08:33,Fat Nick,Sea Sick,197147
2022-03-12 08:36,Kamiyada+,DC Sniper,151384
2022-03-12 08:38,LXXIV,Black Attire,156377
2022-03-12 08:50,Dozy Doe,2 HOT,95881
2022-03-12 09:22,Dozy Doe,2 HOT,24313
2022-03-12 09:33,Lil Darkie,GENOCIDE,632625
2022-03-12 09:36,TrapTree,Who Frontin',167209
2022-03-12 09:39,Kamiyada+,Traumatic,203636
2022-03-12 09:42,GRAVEDGR,WARDOGZ,154616
2022-03-12 09:43,XZARKHAN,Acid Burn,108000
2022-03-12 09:48,DrownMili,Kid Soulja,160007
2022-03-12 09:50,Zotiyac,Drills in the Hills,142502
2022-03-12 09:52,nascar aloe,Heaven,112927
2022-03-12 09:54,CutThroatCrew,Rip Back,133642
2022-03-12 10:10,CHRIST DILLINGER,Gerk Walk,186595
2022-03-12 15:44,CHRIST DILLINGER,Gerk Walk,107699
2022-03-12 15:46,Lil Darkie,KILL ALL HUMANS,142941
2022-03-12 16:04,Lil Darkie,DEATH SQUAD,478423
2022-03-12 20:23,Tupperwave,Alliance Of Elegance,6294
2022-03-12 20:24,FM Skyline,Night Patrol,6611
2022-03-12 20:25,18 Carat Affair,Mirror Mirror,0
2022-03-12 20:25,Tupperwave,Alliance Of Elegance,0
2022-03-12 20:25,Teams,Stunts,3305
2022-03-12 20:26,Etta James,Stormy Weather,5958
2022-03-12 20:26,Lee Morgan,Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster,8312
2022-03-12 20:28,Milt Jackson,Bags' Groove,36403
2022-03-12 20:35,Tupperwave,Alliance Of Elegance,166961
2022-03-12 20:38,VAPERROR,Thickedge,196374
2022-03-12 20:42,R23X,New Wares New Heirs New Game Plus - Remix,226640
2022-03-12 20:45,Hong Kong Express,"Time-Data. The Stars. The Essence. Love. Abstract Beauty. Desire. Ariseth, As The Sun.",187317
2022-03-12 20:49,VANITAS命死,"A2, Angel",232895
2022-03-12 20:55,Persona La Ave,Surfer Girl,375876
2022-03-12 21:01,Dan Mason ダン·メイソン,Nothing Matters (Re23MiX 2.1 Comprehensive Mix),306136
2022-03-12 21:04,Kyo-2,Tomorrow (Slowed & Reverb),214543
2022-03-12 21:08,Skylar Spence,Private Caller,228118
2022-03-12 21:10,vcr-classique,sunday shopping,105143
2022-03-12 21:14,3d Blast,Beyond Nostalgia,233774
2022-03-12 21:18,Dan Mason ダン·メイソン,Melatonin High - Rework 2021,280000
2022-03-12 21:22,Home,This Will Pass,201769
2022-03-12 21:24,ぬいぐるみクレヨン Lush Crayon,W U H A N,112278
2022-03-12 21:26,bbrainz,kappa,165952
2022-03-12 21:29,92,Entrust,156230
2022-03-12 21:32,Stux.Io,Prism,214468
2022-03-12 21:43,CHANCE デラソウル,I Used To Make Vaporwave,12439
2022-03-13 00:46,CHANCE デラソウル,I Used To Make Vaporwave,94415
2022-03-13 00:50,VANITAS命死,"Talk to me, 会いたいあいたい",217404
2022-03-13 00:53,FM Skyline,Harlequin,176086
2022-03-13 00:56,Eccodroid,Dissociating Into Oblivion,214432
2022-03-13 00:59,Windows 96,Cry Again,182192
2022-03-13 01:02,bbrainz,TELL ME HOW IT FEELS,181955
2022-03-13 01:07,Dan Mason ダン·メイソン,Waiting for You,253727
2022-03-13 01:09,Sonavision Deluxe,Fantasy Isla,160302
2022-03-13 01:11,Tupperwave,Majestic,95913
2022-03-13 01:13,VAAV Social Club,IV - (control),111173
2022-03-13 01:16,Hatena,SOULLL,176269
2022-03-13 01:19,Dan Mason ダン·メイソン,今夜,234013
2022-03-13 01:23,Memorex Memories,Curious Alice,206158
2022-03-13 01:27,Vitesse X,Us Ephemeral (George Clanton Remix),269538
2022-03-13 01:32,Surfing,Burswood,250750
2022-03-13 01:35,SPORTSGIRL,Electrolyte Elixir,197333
2022-03-13 01:38,Windows 96,Mist,155480
2022-03-13 01:39,luxury elite,Island,106581
2022-03-13 01:42,Infinity Frequencies,Virtual Lust,135579
2022-03-13 01:44,マドロスMERCURY,Tendencies,136112
2022-03-13 01:48,FM Skyline,Sonic in the Holobeach,256097
2022-03-13 01:53,VANITAS命死,You are godlike,267692
2022-03-13 01:56,Teamm Jordann,Stadium,221538
2022-03-13 01:59,Maitro,SNAKE WAY,187050
2022-03-13 02:01,ぬいぐるみクレヨン Lush Crayon,Self-Isolation Boogie,103930
2022-03-13 02:05,Oliver Hoss,Only With You,233704
2022-03-13 02:07,luxury elite,Strut (猫 シ Corp. Remix),145086
2022-03-13 02:10,豊平区民Toyohirakumin,Akaiwa 1985,142806
2022-03-13 02:20,Zane Alexander,1999,9410
2022-03-13 10:14,Torchfvce,Hollow,605
2022-03-13 10:14,Torchfvce,Hollow,8374
2022-03-13 10:14,Lil Darkie,DEATH SQUAD,5637
2022-03-13 10:40,Lil Darkie,DEATH SQUAD,912288
2022-03-13 19:47,Playboi Carti,Long Time - Intro,211773
2022-03-13 19:51,Playboi Carti,FlatBed Freestyle,193973
2022-03-13 19:53,Playboi Carti,Mileage (feat. Chief Keef),149760
2022-03-13 19:57,Playboi Carti,Pull Up,216400
2022-03-13 20:01,Playboi Carti,Poke It Out (with Nicki Minaj),269813
2022-03-13 20:05,Playboi Carti,Choppa Won't Miss (feat. Young Thug),217960
2022-03-13 20:07,Playboi Carti,Middle Of The Summer (feat. Red Coldhearted),137026
2022-03-13 20:10,Playboi Carti,Shoota (feat. Lil Uzi Vert),153800
2022-03-13 20:13,Playboi Carti,Fell In Luv (feat. Bryson Tiller),206333
2022-03-13 20:17,Playboi Carti,No Time (feat. Gunna),219453
2022-03-13 20:19,Playboi Carti,Old Money,135546
2022-03-13 20:21,Playboi Carti,Top (feat. Pi'erre Bourne),133013
2022-03-13 20:24,Playboi Carti,Love Hurts (feat. Travis Scott),180560
2022-03-13 20:27,Playboi Carti,Lean 4 Real (feat. Skepta),9115
2022-03-13 20:27,Playboi Carti,Foreign,142893
2022-03-13 20:38,Playboi Carti,Long Time - Intro,48340
2022-03-14 02:17,RSK XFM,S02E39,1289140
2022-03-14 09:39,RSK XFM,S02E39,1135830
2022-03-14 10:34,RSK XFM,S02E40,3299335
2022-03-14 10:56,RSK XFM,S02E41,725479
2022-03-14 16:04,RSK XFM,S02E41,2117640
2022-03-15 09:40,RSK XFM,S02E41,328480
2022-03-15 09:47,RSK XFM,S02E41,238811
2022-03-15 11:02,RSK XFM,S02E42,3691651
2022-03-16 10:05,RSK XFM,S02E42,25782
2022-03-16 11:16,RSK XFM,S02E43,3501716
2022-03-16 11:37,RSK XFM,S02E44,626701
2022-03-16 14:41,RSK XFM,S02E44,1003945
2022-03-16 15:18,RSK XFM,S02E44,1875800
2022-03-16 15:42,RSK XFM,S02E45,846119
2022-03-17 03:07,RSK XFM,S02E45,2602213
2022-03-17 04:24,Tupperwave,Alliance Of Elegance,166961
2022-03-17 04:30,Dan Mason ダン·メイソン,Empty Store Empty Heart,344000
2022-03-17 04:32,AURAGRAPH,Try Enough,161250
2022-03-17 04:34,マドロスMERCURY,At Night,94653
2022-03-17 04:37,Sonavision Deluxe,Fantasy Isla,160302
2022-03-17 04:40,Stux.Io,Prism,214468
2022-03-17 04:43,Persona La Ave,Power Walk,169756
2022-03-17 04:47,Dan Mason ダン·メイソン,In the Sea - 3d Blast Remix,240533
2022-03-17 04:51,Eccodroid,Dissociating Into Oblivion,214432
2022-03-17 04:53,マドロスMERCURY,Tendencies,136112
2022-03-17 04:55,Tupperwave,Majestic,95913
2022-03-17 04:59,Vitesse X,Us Ephemeral (George Clanton Remix),269538
2022-03-17 05:02,ESPRIT 空想,Warmpop,172374
2022-03-17 05:07,death's dynamic shroud,Judgment Bolt,272021
2022-03-17 05:08,datfootdive,stay,72000
2022-03-17 05:14,Nmesh,A Face Without Eyes,359410
2022-03-17 05:15,18 Carat Affair,Memphis Design,56000
2022-03-17 05:19,VANITAS命死,"新しい時代, Yes!",277570
2022-03-17 05:23,3d Blast,Beyond Nostalgia,233774
2022-03-17 05:27,ESPRIT 空想,Esprit.Wav,210000
2022-03-17 05:31,death's dynamic shroud,Butterflies,230798
2022-03-17 06:00,Maitro,SNAKE WAY,169307
2022-03-17 07:03,Bktherula,LEFT RIGHT,83157
2022-03-17 07:07,Bktherula,IDK WHAT TO TELL YOU,210730
2022-03-17 07:09,Bktherula,SANTANNY,123541
2022-03-17 07:11,Bktherula,Tweakin' Together,126684
2022-03-17 07:14,Bktherula,okok/depressing,177306
2022-03-17 07:16,Bktherula,LEFT RIGHT - Slowed,92869
2022-03-17 07:17,Bktherula,No Crip,90005
2022-03-17 07:19,Bktherula,Coupe,127639
2022-03-17 07:22,Bktherula,Summer,166234
2022-03-17 07:24,Bktherula,ILOVEUBACK<3,134320
2022-03-17 07:27,Bktherula,LETS GET IT,161233
2022-03-17 07:28,Bktherula,INCREDIBLE,96556
2022-03-17 07:31,Bktherula,THROUGH 2 U,129570
2022-03-17 07:34,Bktherula,PLACEMENT (feat. Matt Ox),188307
2022-03-17 07:36,Bktherula,HIT ME,162065
2022-03-17 07:40,Bktherula,GODS PLAN,188968
2022-03-17 07:42,Bktherula,ADVANCED,121536
2022-03-17 07:44,Bktherula,HIDE YOUR HOE,117065
2022-03-17 07:46,Bktherula,WATCH ME,143794
2022-03-17 07:49,Bktherula,YE HO,185000
2022-03-17 07:51,Bktherula,CROWN,141398
2022-03-17 07:54,Bktherula,ARE WE DONE,126922
2022-03-17 07:55,Bktherula,SHE CHOOSE ME,100000
2022-03-17 07:57,Bktherula,NAH,89617
2022-03-17 08:00,Bktherula,III,171333
2022-03-17 08:01,Bktherula,never had,97893
2022-03-17 08:03,Bktherula,MORE,109960
2022-03-17 08:05,Bktherula,Admit It,139806
2022-03-17 08:08,Bktherula,Summer,166234
2022-03-17 08:12,Bktherula,light,213853
2022-03-17 08:13,Bktherula,MIND FUCK,102080
2022-03-17 08:25,Bktherula,GANGO,106612
2022-03-17 08:34,Bktherula,GANGO,113736
2022-03-17 08:36,Bktherula,welcome,156693
2022-03-17 08:39,Bktherula,A Girl IS a GUN,152195
2022-03-17 08:41,Bktherula,ON ME,145401
2022-03-17 08:43,Bktherula,Right NOW,106976
2022-03-17 08:45,Bktherula,Tweakin' Together,126684
2022-03-17 08:57,Bktherula,Official,4651
2022-03-17 09:32,Bktherula,Official,162037
2022-03-17 09:35,Bktherula,UH HUH,161910
2022-03-17 09:37,Bktherula,Revolver,105354
2022-03-17 09:38,Bktherula,Play,3459
2022-03-17 09:38,Bktherula,HE SAY SHE SAY,80352
2022-03-17 09:41,JPEGMAFIA,"Jesus Forgive Me, I Am A Thot",156533
2022-03-17 09:43,JPEGMAFIA,Kenan Vs. Kel,134355
2022-03-17 09:43,JPEGMAFIA,Beta Male Strategies,15742
2022-03-17 09:45,JPEGMAFIA,Kenan Vs. Kel,91186
2022-03-17 10:01,JPEGMAFIA,Beta Male Strategies,75484
2022-03-17 10:49,JPEGMAFIA,Beta Male Strategies,32066
2022-03-17 14:35,Bktherula,LEFT RIGHT,83157
2022-03-17 14:39,Bktherula,IDK WHAT TO TELL YOU,210730
2022-03-17 14:41,Bktherula,SANTANNY,123531
2022-03-17 14:43,Bktherula,Tweakin' Together,126684
2022-03-17 14:46,Bktherula,okok/depressing,177306
2022-03-17 14:48,Bktherula,LEFT RIGHT - Slowed,92869
2022-03-17 14:49,Bktherula,No Crip,90001
2022-03-17 14:51,Bktherula,Coupe,127618
2022-03-17 14:54,Bktherula,Summer,166234
2022-03-17 14:56,Bktherula,Keep da K,122231
2022-03-17 14:59,Bktherula,LETS GET IT,161233
2022-03-17 15:00,Bktherula,INCREDIBLE,96550
2022-03-17 15:05,Bktherula,THROUGH 2 U,129568
2022-03-17 15:08,Bktherula,PLACEMENT (feat. Matt Ox),188307
2022-03-17 15:11,Bktherula,HIT ME,162065
2022-03-17 15:14,Bktherula,GODS PLAN,188965
2022-03-17 15:16,Bktherula,ADVANCED,121534
2022-03-17 15:18,Bktherula,HIDE YOUR HOE,117065
2022-03-17 15:20,Bktherula,WATCH ME,143779
2022-03-17 15:24,Bktherula,YE HO,185000
2022-03-17 15:26,Bktherula,CROWN,141398
2022-03-17 15:28,Bktherula,ARE WE DONE,126921
2022-03-17 15:30,Bktherula,SHE CHOOSE ME,99986
2022-03-17 15:31,Bktherula,NAH,89617
2022-03-17 15:34,Bktherula,III,171318
2022-03-17 15:36,Bktherula,never had,97893
2022-03-17 15:39,Bktherula,MORE,109960
2022-03-17 15:41,Bktherula,ILOVEUBACK<3,134305
2022-03-17 15:43,Bktherula,Admit It,139785
2022-03-17 15:45,Bktherula,Summer,105170
2022-03-17 15:49,Bktherula,light,213853
2022-03-17 15:50,Bktherula,MIND FUCK,102080
2022-03-17 15:51,Bktherula,GANGO,7319
2022-03-17 16:01,Bktherula,welcome,15046
2022-03-17 21:44,Bktherula,welcome,142891
2022-03-17 21:46,Bktherula,A Girl IS a GUN,152195
2022-03-17 21:49,Bktherula,ON ME,145401
2022-03-17 21:51,Bktherula,Right NOW,106976
2022-03-17 21:53,Bktherula,Tweakin' Together,126684
2022-03-17 21:54,Bktherula,Official,94488
2022-03-17 21:57,Bktherula,UH HUH,161910
2022-03-17 21:59,Bktherula,Revolver,105354
2022-03-17 22:00,Bktherula,HE SAY SHE SAY,80352
2022-03-17 22:03,Bktherula,Play,151192
2022-03-17 22:05,Bktherula,Forever,169447
2022-03-17 22:08,Bktherula,C4,133542
2022-03-17 22:19,Bktherula,PLACEMENT (feat. Matt Ox),54462
2022-03-18 01:06,RSK XFM,S02E46,3024483
